idade,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau
23.78630136986301,M,N,N,1,Working,Secondary / secondary special,Married,Rented apartment,2.3808219178082197,1,1,0,0,3.0,False
23.824657534246576,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,2.9315068493150687,1,0,0,1,3.0,False
23.824657534246576,M,Y,Y,1,Working,Secondary / secondary special,Married,House / apartment,2.9315068493150687,1,0,0,1,3.0,False
23.846575342465755,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.9643835616438357,1,1,0,0,2.0,False
23.895890410958906,M,N,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,2.728767123287671,1,0,0,0,3.0,False
23.93972602739726,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,0.3452054794520548,1,1,0,0,2.0,False
23.96164383561644,M,Y,N,0,State servant,Incomplete higher,Single / not married,With parents,5.131506849315069,1,1,1,0,1.0,False
23.972602739726028,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,4.353424657534247,1,0,0,0,3.0,False
24.054794520547944,M,Y,Y,1,Commercial associate,Incomplete higher,Married,House / apartment,4.2027397260273975,1,1,1,0,3.0,False
24.057534246575344,M,N,Y,0,Working,Secondary / secondary special,Single / not married,With parents,1.641095890410959,1,0,0,0,1.0,False
24.057534246575344,M,N,Y,0,Working,Secondary / secondary special,Single / not married,With parents,1.641095890410959,1,0,0,0,1.0,False
24.06027397260274,M,Y,Y,2,Working,Secondary / secondary special,Married,House / apartment,2.789041095890411,1,1,0,0,4.0,False
24.063013698630137,F,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,1.4684931506849317,1,1,0,0,1.0,False
24.065753424657533,F,N,N,0,Working,Incomplete higher,Civil marriage,House / apartment,0.7616438356164383,1,1,0,1,2.0,False
24.065753424657533,F,N,N,0,Working,Incomplete higher,Civil marriage,House / apartment,0.7616438356164383,1,1,0,1,2.0,False
24.095890410958905,F,N,N,0,Working,Higher education,Single / not married,With parents,2.5397260273972604,1,1,0,0,1.0,False
24.095890410958905,F,N,N,0,Working,Higher education,Single / not married,With parents,2.5397260273972604,1,1,0,0,1.0,False
24.14794520547945,M,Y,Y,1,Commercial associate,Higher education,Married,House / apartment,2.241095890410959,1,0,0,0,3.0,False
24.164383561643834,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,2.2849315068493152,1,1,0,0,1.0,False
24.208219178082192,F,N,Y,0,Working,Secondary / secondary special,Civil marriage,House / apartment,3.265753424657534,1,0,1,0,2.0,False
24.22739726027397,M,N,N,1,Working,Secondary / secondary special,Married,House / apartment,1.356164383561644,1,1,1,0,3.0,False
24.22739726027397,M,N,N,1,Working,Secondary / secondary special,Married,House / apartment,1.356164383561644,1,1,1,0,3.0,False
24.254794520547943,M,N,N,0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,2.695890410958904,1,0,0,1,2.0,False
24.254794520547943,M,N,N,0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,2.695890410958904,1,0,0,1,2.0,False
24.257534246575343,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.5342465753424658,1,1,0,0,1.0,False
24.27671232876712,M,N,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,2.4356164383561643,1,1,0,0,1.0,False
24.27945205479452,F,N,N,0,State servant,Secondary / secondary special,Married,Municipal apartment,4.452054794520548,1,1,0,0,2.0,False
24.29041095890411,M,N,Y,0,Commercial associate,Secondary / secondary special,Married,With parents,1.5506849315068494,1,0,0,0,2.0,False
24.36438356164384,M,Y,Y,0,Working,Secondary / secondary special,Married,With parents,4.424657534246576,1,1,0,0,2.0,False
24.36438356164384,M,Y,Y,0,Working,Secondary / secondary special,Married,With parents,4.424657534246576,1,1,0,0,2.0,False
24.36438356164384,M,Y,Y,0,Working,Secondary / secondary special,Married,With parents,4.424657534246576,1,1,0,0,2.0,False
24.375342465753423,M,Y,N,0,Commercial associate,Incomplete higher,Civil marriage,With parents,1.8465753424657532,1,0,0,0,2.0,False
24.375342465753423,M,Y,N,0,Commercial associate,Incomplete higher,Civil marriage,With parents,1.8465753424657532,1,0,0,0,2.0,False
24.38082191780822,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,6.372602739726028,1,1,1,0,2.0,False
24.38082191780822,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,6.372602739726028,1,1,1,0,2.0,False
24.38082191780822,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,6.372602739726028,1,1,1,0,2.0,False
24.38082191780822,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,6.372602739726028,1,1,1,0,2.0,False
24.38082191780822,M,Y,N,0,Working,Secondary / secondary special,Married,House / apartment,6.372602739726028,1,1,1,0,2.0,False
24.383561643835616,M,Y,Y,1,Working,Secondary / secondary special,Married,Municipal apartment,1.8438356164383565,1,0,1,1,3.0,False
24.383561643835616,M,Y,Y,1,Working,Secondary / secondary special,Married,Municipal apartment,1.8438356164383565,1,0,1,1,3.0,False
24.383561643835616,M,Y,Y,1,Working,Secondary / secondary special,Married,Municipal apartment,1.8438356164383565,1,0,1,1,3.0,False
24.43013698630137,M,Y,Y,0,Working,Incomplete higher,Married,With parents,3.016438356164384,1,0,0,1,2.0,False
24.435616438356163,M,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,2.5945205479452054,1,0,0,0,1.0,False
24.46301369863014,M,N,Y,0,State servant,Secondary / secondary special,Married,House / apartment,2.8109589041095893,1,0,0,0,2.0,False
24.46301369863014,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,1.868493150684932,1,0,0,0,2.0,False
24.5013698630137,F,N,N,0,Commercial associate,Higher education,Single / not married,House / apartment,0.4328767123287671,1,0,1,0,1.0,False
24.5013698630137,F,N,N,0,Commercial associate,Higher education,Single / not married,House / apartment,0.4328767123287671,1,0,1,0,1.0,False
24.5013698630137,F,N,N,0,Commercial associate,Higher education,Single / not married,House / apartment,0.4328767123287671,1,0,1,0,1.0,False
24.5013698630137,F,N,N,0,Commercial associate,Higher education,Single / not married,House / apartment,0.4328767123287671,1,0,1,0,1.0,False
24.50958904109589,M,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,2.375342465753425,1,0,0,0,1.0,False
24.50958904109589,M,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,2.375342465753425,1,0,0,0,1.0,False
24.51232876712329,M,N,N,0,State servant,Incomplete higher,Single / not married,House / apartment,4.413698630136986,1,1,0,0,1.0,False
24.51232876712329,M,N,N,0,State servant,Incomplete higher,Single / not married,House / apartment,4.413698630136986,1,1,0,0,1.0,False
24.51506849315069,M,N,Y,1,State servant,Incomplete higher,Married,House / apartment,4.7972602739726025,1,0,0,0,3.0,False
24.51506849315069,M,N,Y,1,State servant,Incomplete higher,Married,House / apartment,4.7972602739726025,1,0,0,0,3.0,False
24.51506849315069,M,N,Y,1,State servant,Incomplete higher,Married,House / apartment,4.7972602739726025,1,0,0,0,3.0,False
24.53972602739726,F,N,Y,0,Commercial associate,Higher education,Civil marriage,House / apartment,0.9342465753424658,1,0,0,0,2.0,False
24.542465753424658,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.5945205479452055,1,1,1,0,1.0,False
24.556164383561644,F,N,Y,1,Working,Higher education,Married,House / apartment,4.071232876712329,1,0,1,0,3.0,False
24.56438356164384,F,Y,N,0,Commercial associate,Higher education,Single / not married,House / apartment,2.8794520547945206,1,0,0,0,1.0,False
24.58082191780822,M,Y,Y,1,State servant,Higher education,Married,House / apartment,0.3972602739726027,1,0,0,1,3.0,True
24.63013698630137,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.2904109589041095,1,0,0,0,2.0,False
24.63013698630137,M,Y,N,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.2904109589041095,1,0,0,0,2.0,False
24.68219178082192,M,Y,Y,0,Working,Secondary / secondary special,Married,Rented apartment,2.367123287671233,1,0,0,0,2.0,False
24.704109589041096,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,1.5917808219178082,1,0,0,0,2.0,False
24.704109589041096,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,1.5917808219178082,1,0,0,0,2.0,False
24.704109589041096,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,1.5917808219178082,1,0,0,0,2.0,False
24.704109589041096,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,1.5917808219178082,1,0,0,0,2.0,False
24.71780821917808,M,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,2.3013698630136985,1,0,1,0,1.0,False
24.71780821917808,M,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,2.3013698630136985,1,0,1,0,1.0,False
24.75068493150685,M,Y,N,0,Working,Incomplete higher,Single / not married,With parents,1.841095890410959,1,0,0,1,1.0,False
24.78356164383561,M,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,3.293150684931507,1,1,1,1,1.0,False
24.78356164383561,M,N,N,0,Working,Secondary / secondary special,Single / not married,With parents,3.293150684931507,1,1,1,1,1.0,False
24.78630136986301,M,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,1.9616438356164383,1,0,0,0,1.0,False
24.8,F,N,N,0,Commercial associate,Higher education,Single / not married,With parents,0.6219178082191781,1,0,0,0,1.0,False
24.8027397260274,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.4520547945205479,1,0,0,1,1.0,False
24.8027397260274,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.4520547945205479,1,0,0,1,1.0,False
24.82191780821918,M,N,N,0,Commercial associate,Incomplete higher,Married,House / apartment,0.5178082191780822,1,1,1,0,2.0,False
24.82191780821918,M,N,N,0,Commercial associate,Incomplete higher,Married,House / apartment,0.5178082191780822,1,1,1,0,2.0,False
24.82191780821918,M,N,N,0,Commercial associate,Incomplete higher,Married,House / apartment,0.5178082191780822,1,1,1,0,2.0,False
24.83835616438356,M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,6.594520547945206,1,0,0,0,3.0,False
24.83835616438356,M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,6.594520547945206,1,0,0,0,3.0,False
24.83835616438356,M,Y,Y,1,Commercial associate,Secondary / secondary special,Married,House / apartment,6.594520547945206,1,0,0,0,3.0,False
24.852054794520548,F,N,N,0,Working,Higher education,Married,House / apartment,2.6246575342465754,1,0,0,0,2.0,False
24.85753424657534,M,N,N,0,Commercial associate,Secondary / secondary special,Married,With parents,1.915068493150685,1,1,0,0,2.0,False
24.895890410958906,M,Y,N,0,Working,Higher education,Single / not married,House / apartment,4.608219178082192,1,0,0,0,1.0,False
24.895890410958906,M,Y,N,0,Working,Higher education,Single / not married,House / apartment,4.608219178082192,1,0,0,0,1.0,False
24.895890410958906,M,Y,N,1,Working,Secondary / secondary special,Married,With parents,2.8794520547945206,1,0,0,0,3.0,False
24.895890410958906,M,Y,N,0,Working,Higher education,Single / not married,House / apartment,4.608219178082192,1,0,0,0,1.0,False
24.898630136986306,F,N,Y,0,Commercial associate,Higher education,Civil marriage,With parents,5.956164383561644,1,0,0,0,2.0,False
24.898630136986306,F,N,Y,0,Commercial associate,Higher education,Civil marriage,With parents,5.956164383561644,1,0,0,0,2.0,False
24.898630136986306,F,N,Y,0,Commercial associate,Higher education,Civil marriage,With parents,5.956164383561644,1,0,0,0,2.0,False
24.898630136986306,F,N,Y,0,Commercial associate,Higher education,Civil marriage,With parents,5.956164383561644,1,0,0,0,2.0,False
24.91780821917808,M,Y,N,1,State servant,Higher education,Married,Municipal apartment,2.536986301369863,1,0,0,0,3.0,False
24.91780821917808,M,Y,N,1,State servant,Higher education,Married,Municipal apartment,2.536986301369863,1,0,0,0,3.0,False
24.91780821917808,M,Y,N,1,State servant,Higher education,Married,Municipal apartment,2.536986301369863,1,0,0,0,3.0,False
24.92054794520548,M,Y,N,0,Working,Incomplete higher,Married,With parents,6.032876712328767,1,0,1,0,2.0,False
24.92054794520548,M,Y,N,0,Working,Incomplete higher,Married,With parents,6.032876712328767,1,0,1,0,2.0,False
24.92054794520548,M,Y,N,0,Working,Incomplete higher,Married,With parents,6.032876712328767,1,0,1,0,2.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.931506849315067,F,N,Y,0,Working,Higher education,Single / not married,House / apartment,3.104109589041096,1,0,0,0,1.0,False
24.95616438356164,M,Y,N,1,Working,Secondary / secondary special,Married,House / apartment,1.63013698630137,1,0,0,1,3.0,False
24.975342465753425,F,Y,N,0,Working,Incomplete higher,Married,With parents,1.906849315068493,1,1,1,0,2.0,False
24.975342465753425,F,Y,N,0,Working,Incomplete higher,Married,With parents,1.906849315068493,1,1,1,0,2.0,False
24.983561643835618,F,Y,N,1,Commercial associate,Secondary / secondary special,Married,House / apartment,0.5068493150684932,1,0,0,0,3.0,False
24.991780821917807,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,4.7972602739726025,1,0,0,0,1.0,False
24.991780821917807,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,4.7972602739726025,1,0,0,0,1.0,False
24.991780821917807,M,Y,Y,0,Working,Secondary / secondary special,Single / not married,House / apartment,4.7972602739726025,1,0,0,0,1.0,False
24.997260273972604,M,Y,N,0,Working,Incomplete higher,Married,With parents,2.6301369863013697,1,1,0,0,2.0,False
24.997260273972604,M,Y,N,0,Working,Incomplete higher,Married,With parents,2.6301369863013697,1,1,0,0,2.0,True
24.997260273972604,M,Y,N,0,Working,Incomplete higher,Married,With parents,2.6301369863013697,1,1,0,0,2.0,True
24.997260273972604,M,Y,N,0,Working,Incomplete higher,Married,With parents,2.6301369863013697,1,1,0,0,2.0,True
25.013698630136982,F,N,Y,0,Working,Secondary / secondary special,Single / not married,With parents,5.767123287671233,1,0,0,0,1.0,False
25.013698630136982,F,N,Y,0,Working,Secondary / secondary special,Single / not married,With parents,5.767123287671233,1,0,0,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.013698630136982,F,Y,Y,0,Commercial associate,Incomplete higher,Single / not married,House / apartment,3.808219178082192,1,0,1,0,1.0,False
25.054794520547944,M,Y,Y,0,Working,Secondary / secondary special,Married,House / apartment,4.134246575342465,1,0,0,0,2.0,False
25.065753424657533,M,N,Y,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,3.334246575342466,1,0,0,1,1.0,False
25.09041095890411,M,Y,N,0,Working,Secondary / secondary special,Married,With parents,2.0136986301369864,1,0,0,0,2.0,False
25.115068493150684,M,N,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,2.5945205479452054,1,0,0,0,1.0,False
25.12876712328767,F,N,N,0,Working,Secondary / secondary special,Married,House / apartment,5.958904109589041,1,1,0,0,2.0,False
25.136986301369863,F,N,Y,0,State servant,Higher education,Married,House / apartment,6.301369863013699,1,0,0,0,2.0,False
25.15890410958904,M,N,Y,1,State servant,Secondary / secondary special,Married,House / apartment,5.627397260273972,1,0,0,0,3.0,False
25.15890410958904,M,N,Y,1,State servant,Secondary / secondary special,Married,House / apartment,5.627397260273972,1,0,0,0,3.0,False
25.15890410958904,M,N,Y,1,State servant,Secondary / secondary special,Married,House / apartment,5.627397260273972,1,0,0,0,3.0,False
25.16164383561644,F,N,N,0,Working,Secondary / secondary special,Civil marriage,Office apartment,2.3013698630136985,1,1,1,0,2.0,False
25.16986301369863,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.8438356164383561,1,0,0,0,1.0,False
25.16986301369863,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,0.8438356164383561,1,0,0,0,1.0,False
25.16986301369863,F,Y,N,0,Commercial associate,Incomplete higher,Married,With parents,0.3178082191780822,1,1,0,0,2.0,False
25.183561643835617,F,Y,Y,1,Working,Higher education,Married,House / apartment,3.5835616438356164,1,0,1,0,3.0,False
25.21917808219178,M,N,N,0,Working,Secondary / secondary special,Civil marriage,House / apartment,1.9616438356164383,1,0,0,0,2.0,False
25.22739726027397,M,N,Y,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,6.832876712328767,1,0,0,0,2.0,False
25.246575342465757,M,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.2958904109589041,1,0,0,0,1.0,False
25.246575342465757,M,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.2958904109589041,1,0,0,0,1.0,False
25.246575342465757,M,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.2958904109589041,1,0,0,0,1.0,False
25.246575342465757,M,Y,N,0,Commercial associate,Secondary / secondary special,Single / not married,With parents,0.2958904109589041,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.26027397260274,M,Y,Y,0,Commercial associate,Higher education,Single / not married,House / apartment,4.035616438356165,1,0,0,0,1.0,False
25.2986301369863,M,N,N,0,Working,Higher education,Single / not married,House / apartment,3.2684931506849315,1,0,0,0,1.0,False
25.2986301369863,M,N,N,0,Working,Higher education,Single / not married,House / apartment,3.2684931506849315,1,0,0,0,1.0,False
25.2986301369863,M,N,N,0,Working,Higher education,Single / not married,House / apartment,3.2684931506849315,1,0,0,0,1.0,False
25.301369863013697,F,N,N,1,Working,Secondary / secondary special,Single / not married,House / apartment,0.5726027397260274,1,0,0,0,2.0,False
25.32054794520548,M,N,N,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1.3917808219178085,1,0,0,0,1.0,False
25.32054794520548,M,N,N,0,Working,Secondary / secondary special,Single / not married,Municipal apartment,1.3917808219178085,1,0,0,0,1.0,True
25.3972602739726,M,Y,Y,0,Commercial associate,Secondary / secondary special,Married,House / apartment,4.550684931506849,1,1,1,0,2.0,False
25.41917808219178,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,3.0493150684931507,1,0,0,0,1.0,False
25.41917808219178,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,3.0493150684931507,1,0,0,0,1.0,False
25.41917808219178,F,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,0.9287671232876712,1,0,1,0,2.0,False
25.41917808219178,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,3.0493150684931507,1,0,0,0,1.0,False
25.41917808219178,M,Y,N,0,Working,Secondary / secondary special,Single / not married,House / apartment,3.0493150684931507,1,0,0,0,1.0,False
25.41917808219178,F,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,0.9287671232876712,1,0,1,0,2.0,False
25.41917808219178,F,N,N,0,Commercial associate,Higher education,Civil marriage,House / apartment,0.9287671232876712,1,0,1,0,2.0,False
25.42465753424657,M,N,N,1,Working,Secondary / secondary special,Married,With parents,5.298630136986302,1,1,0,0,3.0,False
25.44383561643836,F,N,Y,1,Working,Higher education,Married,House / apartment,3.9232876712328766,1,1,0,0,3.0,False
25.44383561643836,F,N,Y,1,Working,Higher education,Married,House / apartment,3.9232876712328766,1,1,0,0,3.0,False
25.44383561643836,F,N,Y,1,Working,Higher education,Married,House / apartment,3.9232876712328766,1,1,0,0,3.0,False
25.46849315068493,M,Y,N,1,Working,Higher education,Married,House / apartment,0.5315068493150685,1,1,0,1,3.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.48219178082192,F,N,Y,0,Working,Incomplete higher,Civil marriage,House / apartment,4.7972602739726025,1,0,0,0,2.0,False
25.484931506849318,M,N,N,0,Commercial associate,Higher education,Single / not married,With parents,4.717808219178083,1,1,0,0,1.0,False
25.484931506849318,M,N,N,0,Commercial associate,Higher education,Single / not married,With parents,4.717808219178083,1,1,0,0,1.0,False
25.506849315068493,F,N,Y,0,Working,Higher education,Married,With parents,2.26027397260274,1,0,0,0,2.0,False
